date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:01:32	924/924	---M-Z	200	added ('OK')	application/javascript	etag:%22c6c2b04241d51:0%22	http://www.tkl-arch.com/scripts/dm-objects.js	C:/My%20Websites/www.tkl-arch.com/scripts/dm-objects.js	(from http://www.tkl-arch.com/)
22:01:32	650/650	---M-Z	200	added ('OK')	application/javascript	etag:%2291f1e15241d51:0%22	http://www.tkl-arch.com/scripts/dm-parameters.js	C:/My%20Websites/www.tkl-arch.com/scripts/dm-parameters.js	(from http://www.tkl-arch.com/)
22:01:33	1932/1932	---M-Z	200	added ('OK')	application/javascript	etag:%22b562f2241d51:0%22	http://www.tkl-arch.com/scripts/dm-errortype.js	C:/My%20Websites/www.tkl-arch.com/scripts/dm-errortype.js	(from http://www.tkl-arch.com/)
22:01:33	93068/93068	---M-Z	200	added ('OK')	application/javascript	etag:%226b6cd9241d51:0%22	http://www.tkl-arch.com/scripts/jquery-1.9.0.min.js	C:/My%20Websites/www.tkl-arch.com/scripts/jquery-1.9.0.min.js	(from http://www.tkl-arch.com/)
22:01:34	5077/5077	---M-Z	200	added ('OK')	application/javascript	etag:%225412688241d51:0%22	http://www.tkl-arch.com/scripts/jquery-1.0.0.js	C:/My%20Websites/www.tkl-arch.com/scripts/jquery-1.0.0.js	(from http://www.tkl-arch.com/)
22:01:34	14621/14621	---M-Z	200	added ('OK')	application/javascript	etag:%22ec6d783241d51:0%22	http://www.tkl-arch.com/scripts/dm-functions.js	C:/My%20Websites/www.tkl-arch.com/scripts/dm-functions.js	(from http://www.tkl-arch.com/)
22:01:34	12974/12974	---M-Z	200	added ('OK')	application/javascript	etag:%22bb93d51b241d51:0%22	http://www.tkl-arch.com/scripts/uc/dm-dialog.js	C:/My%20Websites/www.tkl-arch.com/scripts/uc/dm-dialog.js	(from http://www.tkl-arch.com/)
22:01:37	238309/238309	---MCZ	200	added ('OK')	application/javascript	etag:%22804142d241d51:0%22	http://www.tkl-arch.com/scripts/jquery-ui.min.js	C:/My%20Websites/www.tkl-arch.com/scripts/jquery-ui.min.js	(from http://www.tkl-arch.com/)
22:01:37	1729/1729	---M-Z	200	added ('OK')	text/css	etag:W/%226c1-bp0TNCoRqM/Z5C7iQ+rq4BzaTiU%22	https://cdn.jsdelivr.net/jquery.slick/1.6.0/slick.css	C:/My%20Websites/www.tkl-arch.com/jquery.slick/1.6.0/slick.css	(from http://www.tkl-arch.com/)
22:01:37	3145/3145	---M-Z	200	added ('OK')	text/css	etag:W/%22c49-gaQ0+U8rESTzIyu4bylE+C+yOsA%22	https://cdn.jsdelivr.net/jquery.slick/1.6.0/slick-theme.css	C:/My%20Websites/www.tkl-arch.com/jquery.slick/1.6.0/slick-theme.css	(from http://www.tkl-arch.com/)
22:01:38	41953/41953	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a3e1-6fy8xPpwy6CTuB2YKht4UJQUzvc%22	https://cdn.jsdelivr.net/jquery.slick/1.6.0/slick.min.js	C:/My%20Websites/www.tkl-arch.com/jquery.slick/1.6.0/slick.min.js	(from http://www.tkl-arch.com/)
22:01:39	604/604	---M-Z	200	added ('OK')	text/css	etag:%22d64fccec231d51:0%22	http://www.tkl-arch.com/css/page/default.css	C:/My%20Websites/www.tkl-arch.com/css/page/default.css	(from http://www.tkl-arch.com/)
22:01:39	11065/11065	---M-Z	200	added ('OK')	application/javascript	etag:%221d80fd19241d51:0%22	http://www.tkl-arch.com/scripts/page/index.js	C:/My%20Websites/www.tkl-arch.com/scripts/page/index.js	(from http://www.tkl-arch.com/)
22:01:40	59293/59293	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Jun%202021%2014:01:38%20GMT	http://www.tkl-arch.com/index.aspx?Lan=1	C:/My%20Websites/www.tkl-arch.com/indexca01.html	(from http://www.tkl-arch.com/)
22:01:43	51548/51548	---M--	200	added ('OK')	image/jpeg	etag:%22a8cf4c589ec5d31:0%22	http://www.tkl-arch.com/images/default/1.JPG	C:/My%20Websites/www.tkl-arch.com/images/default/1.jpg	(from http://www.tkl-arch.com/)
22:01:45	28065/28065	---M--	200	added ('OK')	image/jpeg	etag:%228973775b9ec5d31:0%22	http://www.tkl-arch.com/images/default/3.JPG	C:/My%20Websites/www.tkl-arch.com/images/default/3.jpg	(from http://www.tkl-arch.com/)
22:01:45	33017/33017	---M--	200	added ('OK')	image/jpeg	etag:%22da1272599ec5d31:0%22	http://www.tkl-arch.com/images/default/2.JPG	C:/My%20Websites/www.tkl-arch.com/images/default/2.jpg	(from http://www.tkl-arch.com/)
22:01:47	34470/34470	---M--	200	added ('OK')	image/jpeg	etag:%22b3199f5c9ec5d31:0%22	http://www.tkl-arch.com/images/default/4.JPG	C:/My%20Websites/www.tkl-arch.com/images/default/4.jpg	(from http://www.tkl-arch.com/)
22:01:48	6031/6031	---M-Z	200	added ('OK')	text/css	etag:%22486271e7231d51:0%22	http://www.tkl-arch.com/css/dm-mobile.css	C:/My%20Websites/www.tkl-arch.com/css/dm-mobile.css	(from http://www.tkl-arch.com/)
22:01:48	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:01:45%20GMT	http://www.tkl-arch.com/images/icon-item.png	C:/My%20Websites/www.tkl-arch.com/images/icon-item.1e.delayed	(from http://www.tkl-arch.com/css/dm-layout.css)
22:01:48	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:01:45%20GMT	http://www.tkl-arch.com/images/icon-itemstar.png	C:/My%20Websites/www.tkl-arch.com/images/icon-itemstar.1f.delayed	(from http://www.tkl-arch.com/css/dm-layout.css)
22:01:49	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:01:46%20GMT	http://www.tkl-arch.com/images/icon-itempen.png	C:/My%20Websites/www.tkl-arch.com/images/icon-itempen.20.delayed	(from http://www.tkl-arch.com/css/dm-layout.css)
22:01:49	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:01:46%20GMT	http://www.tkl-arch.com/images/anchor.png	C:/My%20Websites/www.tkl-arch.com/images/anchor.21.delayed	(from http://www.tkl-arch.com/css/dm-layout.css)
22:01:49	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:01:46%20GMT	http://www.tkl-arch.com/images/megamenu_title_icon.png	C:/My%20Websites/www.tkl-arch.com/images/megamenu_title_icon.22.delayed	(from http://www.tkl-arch.com/css/dm-layout.css)
22:01:50	41586/41586	---M--	200	added ('OK')	image/jpeg	etag:%22be32dc5d9ec5d31:0%22	http://www.tkl-arch.com/images/default/5.JPG	C:/My%20Websites/www.tkl-arch.com/images/default/5.jpg	(from http://www.tkl-arch.com/)
22:01:50	1087/1087	---M--	200	added ('OK')	image/png	etag:%223fb42e579ec5d31:0%22	http://www.tkl-arch.com/images/select-arrow.png	C:/My%20Websites/www.tkl-arch.com/images/select-arrow.png	(from http://www.tkl-arch.com/css/dm-layout.css)
22:01:50	29387/29387	---M--	200	added ('OK')	image/jpeg	etag:%22af1a61609ec5d31:0%22	http://www.tkl-arch.com/images/default/7.JPG	C:/My%20Websites/www.tkl-arch.com/images/default/7.jpg	(from http://www.tkl-arch.com/)
22:01:51	44921/44921	---M--	200	added ('OK')	image/jpeg	etag:%22b1af1b5f9ec5d31:0%22	http://www.tkl-arch.com/images/default/6.JPG	C:/My%20Websites/www.tkl-arch.com/images/default/6.jpg	(from http://www.tkl-arch.com/)
22:01:51	121/121	---M--	200	added ('OK')	image/png	etag:%22b3519f519ec5d31:0%22	http://www.tkl-arch.com/images/bgmask.png	C:/My%20Websites/www.tkl-arch.com/images/bgmask.png	(from http://www.tkl-arch.com/css/dm-pages.css)
22:01:52	602/602	---M--	200	added ('OK')	image/jpeg	etag:%229f246b4e9ec5d31:0%22	http://www.tkl-arch.com/images/bgConfirmbody.jpg	C:/My%20Websites/www.tkl-arch.com/images/bgConfirmbody.jpg	(from http://www.tkl-arch.com/css/uc/dm-dialog.css)
22:01:52	604/604	---M--	200	added ('OK')	image/jpeg	etag:%22c9fb85509ec5d31:0%22	http://www.tkl-arch.com/images/bgConfirmhead.jpg	C:/My%20Websites/www.tkl-arch.com/images/bgConfirmhead.jpg	(from http://www.tkl-arch.com/css/uc/dm-dialog.css)
22:01:53	1926/1926	---M--	200	added ('OK')	image/png	etag:%22cf1b634f9ec5d31:0%22	http://www.tkl-arch.com/images/bgConfirmbtn.png	C:/My%20Websites/www.tkl-arch.com/images/bgConfirmbtn.png	(from http://www.tkl-arch.com/css/uc/dm-dialog.css)
22:01:54	44895/44895	---M--	200	added ('OK')	image/png	etag:%22c9eb849a2d1d31:0%22	http://www.tkl-arch.com/images/LOGO.PNG	C:/My%20Websites/www.tkl-arch.com/images/LOGO.png	(from http://www.tkl-arch.com/css/dm-main.css)
22:01:55	59138/59138	---M--	200	added ('OK')	image/jpeg	etag:%2295a318559ec5d31:0%22	http://www.tkl-arch.com/images/LOGO1.jpg	C:/My%20Websites/www.tkl-arch.com/images/LOGO1.jpg	(from http://www.tkl-arch.com/css/dm-main.css)
22:01:56	4178/4178	---M--	200	added ('OK')	image/gif	etag:W/%221052-ehqkNhQ5Y4K7FeX95XTZzc0haY8%22	https://cdn.jsdelivr.net/jquery.slick/1.6.0/ajax-loader.gif	C:/My%20Websites/www.tkl-arch.com/jquery.slick/1.6.0/ajax-loader.gif	(from https://cdn.jsdelivr.net/jquery.slick/1.6.0/slick-theme.css)
22:01:57	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-Lf8HaPTApTIodh6rkX4sZVVgQtQ%22	https://cdn.jsdelivr.net/jquery.slick/1.6.0/fonts/slick.eot	C:/My%20Websites/www.tkl-arch.com/jquery.slick/1.6.0/fonts/slick.eot	(from https://cdn.jsdelivr.net/jquery.slick/1.6.0/slick-theme.css)
22:01:57	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-Lf8HaPTApTIodh6rkX4sZVVgQtQ%22	https://cdn.jsdelivr.net/jquery.slick/1.6.0/fonts/slick.eot?	C:/My%20Websites/www.tkl-arch.com/jquery.slick/1.6.0/fonts/slickd41d.eot	(from https://cdn.jsdelivr.net/jquery.slick/1.6.0/slick-theme.css)
22:01:58	1380/1380	---M--	200	added ('OK')	font/woff	etag:W/%22564-r5HBLw9Aak+AGus7OYdo/kHY+GQ%22	https://cdn.jsdelivr.net/jquery.slick/1.6.0/fonts/slick.woff	C:/My%20Websites/www.tkl-arch.com/jquery.slick/1.6.0/fonts/slick.woff	(from https://cdn.jsdelivr.net/jquery.slick/1.6.0/slick-theme.css)
22:01:59	1892/1892	---M-Z	200	added ('OK')	font/ttf	etag:W/%22764-MzHuvdS6NI7yWr4Aw5/76GfUZXU%22	https://cdn.jsdelivr.net/jquery.slick/1.6.0/fonts/slick.ttf	C:/My%20Websites/www.tkl-arch.com/jquery.slick/1.6.0/fonts/slick.ttf	(from https://cdn.jsdelivr.net/jquery.slick/1.6.0/slick-theme.css)
22:01:59	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22868-F/Y8b2ExOJRiuj2BS33fgzRHBfk%22	https://cdn.jsdelivr.net/jquery.slick/1.6.0/fonts/slick.svg	C:/My%20Websites/www.tkl-arch.com/jquery.slick/1.6.0/fonts/slick.svg	(from https://cdn.jsdelivr.net/jquery.slick/1.6.0/slick-theme.css)
22:01:59	3971/3971	---M-Z	200	added ('OK')	text/css	etag:%221f721af3231d51:0%22	http://www.tkl-arch.com/css/page/index.css	C:/My%20Websites/www.tkl-arch.com/css/page/index.css	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:00	13832/13832	---M-Z	200	added ('OK')	application/javascript	etag:%22726e8422241d51:0%22	http://www.tkl-arch.com/scripts/uc/jquery.slimscroll.js	C:/My%20Websites/www.tkl-arch.com/scripts/uc/jquery.slimscroll.js	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:00	2890/2890	---M-Z	200	added ('OK')	application/javascript	etag:%229fe82b1d241d51:0%22	http://www.tkl-arch.com/scripts/uc/dm-headmenu.js	C:/My%20Websites/www.tkl-arch.com/scripts/uc/dm-headmenu.js	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:01	4824/4824	---M-Z	200	added ('OK')	text/css	etag:%229934ef4231d51:0%22	http://www.tkl-arch.com/css/page/staff.css	C:/My%20Websites/www.tkl-arch.com/css/page/staff.css	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:01	1589/1589	---M-Z	200	added ('OK')	application/javascript	etag:%22a3cf6c169f2d51:0%22	http://www.tkl-arch.com/scripts/frontend/dm-listStaff.js	C:/My%20Websites/www.tkl-arch.com/scripts/frontend/dm-listStaff.js	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:01	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:01:58%20GMT	http://www.tkl-arch.com/'/pics/person/small/2af870f3-9f46-433d-a0ad-0ce0baa0df87.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/2af870f3-9f46-433d-a0ad-0ce0baa0df87.35.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:02	3665/3665	---M--	200	added ('OK')	image/jpeg	etag:%22448e27bba0c5d31:0%22	http://www.tkl-arch.com/pics/person/big/2af870f3-9f46-433d-a0ad-0ce0baa0df87.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/2af870f3-9f46-433d-a0ad-0ce0baa0df87.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:02	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:01:59%20GMT	http://www.tkl-arch.com/'/pics/person/small/6fbf77fc-c7aa-432c-b713-4600a6b1176e.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/6fbf77fc-c7aa-432c-b713-4600a6b1176e.37.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:02	5020/5020	---M--	200	added ('OK')	image/jpeg	etag:%22c7f88ec2a0c5d31:0%22	http://www.tkl-arch.com/pics/person/big/6fbf77fc-c7aa-432c-b713-4600a6b1176e.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/6fbf77fc-c7aa-432c-b713-4600a6b1176e.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:02	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:01:59%20GMT	http://www.tkl-arch.com/'/pics/person/small/b69b42b6-03f7-414d-bfab-4fae952134ff.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/b69b42b6-03f7-414d-bfab-4fae952134ff.39.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:03	4473/4473	---M--	200	added ('OK')	image/jpeg	etag:%221865e8c6a0c5d31:0%22	http://www.tkl-arch.com/pics/person/big/b69b42b6-03f7-414d-bfab-4fae952134ff.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/b69b42b6-03f7-414d-bfab-4fae952134ff.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:03	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:01%20GMT	http://www.tkl-arch.com/'/pics/person/small/63c47d24-222a-49cf-99c7-809d395aacbf.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/63c47d24-222a-49cf-99c7-809d395aacbf.3b.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:03	5476/5476	---M--	200	added ('OK')	image/jpeg	etag:%226c827acaa9dad31:0%22	http://www.tkl-arch.com/pics/person/big/63c47d24-222a-49cf-99c7-809d395aacbf.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/63c47d24-222a-49cf-99c7-809d395aacbf.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:04	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:01%20GMT	http://www.tkl-arch.com/'/pics/person/small/8b2ba5b7-db84-445e-9ebc-6df888fe301a.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/8b2ba5b7-db84-445e-9ebc-6df888fe301a.3d.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:04	3707/3707	---M--	200	added ('OK')	image/jpeg	etag:%22f6b6d4c4a0c5d31:0%22	http://www.tkl-arch.com/pics/person/big/8b2ba5b7-db84-445e-9ebc-6df888fe301a.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/8b2ba5b7-db84-445e-9ebc-6df888fe301a.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:04	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:02%20GMT	http://www.tkl-arch.com/'/pics/person/small/adf08c1f-3793-492d-b507-072c05a809dc.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/adf08c1f-3793-492d-b507-072c05a809dc.3f.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:05	5206/5206	---M--	200	added ('OK')	image/jpeg	etag:%22e55cddc5a0c5d31:0%22	http://www.tkl-arch.com/pics/person/big/adf08c1f-3793-492d-b507-072c05a809dc.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/adf08c1f-3793-492d-b507-072c05a809dc.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:05	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:03%20GMT	http://www.tkl-arch.com/'/pics/person/small/2fd6575c-6e0c-4a83-aba2-6401395522c8.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/2fd6575c-6e0c-4a83-aba2-6401395522c8.41.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:05	4618/4618	---M--	200	added ('OK')	image/jpeg	etag:%228f5937bca0c5d31:0%22	http://www.tkl-arch.com/pics/person/big/2fd6575c-6e0c-4a83-aba2-6401395522c8.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/2fd6575c-6e0c-4a83-aba2-6401395522c8.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:06	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:03%20GMT	http://www.tkl-arch.com/'/pics/person/small/357a9a0d-b0a8-4d76-afc3-98033172913b.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/357a9a0d-b0a8-4d76-afc3-98033172913b.43.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:06	4485/4485	---M--	200	added ('OK')	image/jpeg	etag:%221fe3fbda0c5d31:0%22	http://www.tkl-arch.com/pics/person/big/357a9a0d-b0a8-4d76-afc3-98033172913b.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/357a9a0d-b0a8-4d76-afc3-98033172913b.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:06	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:04%20GMT	http://www.tkl-arch.com/'/pics/person/small/bb9606c2-5afd-4c26-ad39-d374d2fa1c14.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/bb9606c2-5afd-4c26-ad39-d374d2fa1c14.45.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:06	4181/4181	---M--	200	added ('OK')	image/jpeg	etag:%22253922c9a0c5d31:0%22	http://www.tkl-arch.com/pics/person/big/bb9606c2-5afd-4c26-ad39-d374d2fa1c14.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/bb9606c2-5afd-4c26-ad39-d374d2fa1c14.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:07	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:04%20GMT	http://www.tkl-arch.com/'/pics/person/small/88336a78-01ef-4f84-8f2c-853e9079dc43.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/88336a78-01ef-4f84-8f2c-853e9079dc43.47.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:07	4371/4371	---M--	200	added ('OK')	image/jpeg	etag:%227e60bbc3a0c5d31:0%22	http://www.tkl-arch.com/pics/person/big/88336a78-01ef-4f84-8f2c-853e9079dc43.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/88336a78-01ef-4f84-8f2c-853e9079dc43.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:07	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:05%20GMT	http://www.tkl-arch.com/'/pics/person/small/1fa6af7f-9da4-493f-9ace-4579945372e6.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/1fa6af7f-9da4-493f-9ace-4579945372e6.49.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:08	5449/5449	---M--	200	added ('OK')	image/jpeg	etag:%223eb4f41e49f6d41:0%22	http://www.tkl-arch.com/pics/person/big/1fa6af7f-9da4-493f-9ace-4579945372e6.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/1fa6af7f-9da4-493f-9ace-4579945372e6.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:08	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:06%20GMT	http://www.tkl-arch.com/'/pics/person/small/9c6e508a-6eb1-4dca-8d7c-bcb0f716350f.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/9c6e508a-6eb1-4dca-8d7c-bcb0f716350f.4b.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:08	2871/2871	---M--	200	added ('OK')	image/jpeg	etag:%22b3cfe29a7dcd51:0%22	http://www.tkl-arch.com/pics/person/big/9c6e508a-6eb1-4dca-8d7c-bcb0f716350f.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/9c6e508a-6eb1-4dca-8d7c-bcb0f716350f.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:09	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:06%20GMT	http://www.tkl-arch.com/'/pics/person/small/582eac5d-714c-49c2-aee7-c3538732f8fd.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/582eac5d-714c-49c2-aee7-c3538732f8fd.4d.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:09	3640/3640	---M--	200	added ('OK')	image/jpeg	etag:%22ef9c9524218bd51:0%22	http://www.tkl-arch.com/pics/person/big/582eac5d-714c-49c2-aee7-c3538732f8fd.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/582eac5d-714c-49c2-aee7-c3538732f8fd.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:09	1110/1110	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:02:07%20GMT	http://www.tkl-arch.com/'/pics/person/small/f748ff93-658e-4aa4-a95b-3cb1c5f69d94.jpeg'	C:/My%20Websites/www.tkl-arch.com/'/pics/person/small/f748ff93-658e-4aa4-a95b-3cb1c5f69d94.4f.delayed	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:10	3573/3573	---M--	200	added ('OK')	image/jpeg	etag:%2275f5e79cc77d41:0%22	http://www.tkl-arch.com/pics/person/big/f748ff93-658e-4aa4-a95b-3cb1c5f69d94.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/person/big/f748ff93-658e-4aa4-a95b-3cb1c5f69d94.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:10	4167/4167	---M-Z	200	added ('OK')	text/css	etag:%225ff5daf1231d51:0%22	http://www.tkl-arch.com/css/page/dm-showPortfolio.css	C:/My%20Websites/www.tkl-arch.com/css/page/dm-showPortfolio.css	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:10	16037/16037	---M--	200	added ('OK')	image/jpeg	etag:%223cd2564c11e2d31:0%22	http://www.tkl-arch.com/pics/news/small/1d9717ca-1b68-41e9-aeb5-f6a45a8f0608.jpeg	C:/My%20Websites/www.tkl-arch.com/pics/news/small/1d9717ca-1b68-41e9-aeb5-f6a45a8f0608.jpg	(from http://www.tkl-arch.com/index.aspx?Lan=1)
22:02:11	25314/25314	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Jun%202021%2014:02:08%20GMT	http://www.tkl-arch.com/portfolio.aspx?TypeCode=C350&Lan=1&S=1	C:/My%20Websites/www.tkl-arch.com/portfolio3e35.html	(from http://www.tkl-arch.com/index.aspx?Lan=1)
